"Template-Type","Author-Name","Author-X-Name-First","Author-X-Name-Last","Title","Abstract","Journal","Pages","Issue","Volume","Year","Keywords","X-DOI","File-URL","File-Format","File-Restriction","Handle","Month","# input file"
"ReDIF-Article 1.0","Tommy Andersson, Conan Mukherjee","Tommy, Conan","Andersson, Mukherjee","Seeking No War, Achieving No Peace: The Conflict over the Siachen Glacier","This paper models ‘no war, no peace’ situations in a game theoretical framework where two countries are engaged in a standoff over a military sector. The first main objective is to identify rational grounds for such situations and, more precisely, for the explicit equilibria that lead to such situations. It is demonstrated that both countries gain the same payoff from being in this continuous state of perpetual hostility and, moreover, that ‘no war, no peace’ situations can be explained only if the countries perceive an equal measure of military advantage from controlling the area. Given this insight, the second objective of the paper is to provide insights about how ‘no war, no peace’ situations can be resolved. Two different pathways are suggested. The first is idealistic and based on mutual trust, whereas the second is based on deterrence, involving both countries imposing a threat of using armed force against the other country in their respective military doctrines.","Defence and Peace Economics","253-270","3","32","2021",NA,"10.1080/10242694.2019.1660839","http://hdl.handle.net/10.1080/10242694.2019.1660839","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:253-270","04",NA
"ReDIF-Article 1.0","Seung-Whan Choi","Seung-Whan","Choi","Immigration Policy and Terrorism: An Empirical Analysis","Though populist politicians deem the terrorist threat as a reason for restrictive immigration policies, existing studies neglect to explore the systematic connection between immigration and security. This study offers a novel theoretical argument about the effect of terrorism on immigration policy and then conducts a first-cut empirical analysis. Based on a battery of statistical tests performed against pooled panel data on immigrant-receiving countries that are attractive to low-skilled workers due to high wages, this study shows evidence that terrorist threats are actually unrelated to restrictive immigration policies.","Defence and Peace Economics","271-295","3","32","2021",NA,"10.1080/10242694.2019.1659577","http://hdl.handle.net/10.1080/10242694.2019.1659577","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:271-295","04",NA
"ReDIF-Article 1.0","Aditya Bhan, Tarun Kabiraj","Aditya, Tarun","Bhan, Kabiraj","Countering Terror Cells: Offence Versus Defence","The analysis provides insights regarding the suitability of offensive versus defensive measures in countering a terror cell. It is shown that the optimal resource allocation is more offensive when the cell is aware of which targets have been protected, but does not distinguish between the values of different targets; than the case where it neither distinguishes between target values nor is the protection conspicuous. Also, the ability of the terror cell to inflict damage is least when it neither distinguishes between target values nor is the target protection conspicuous, and most when it shares the counter-terrorists’ target valuations and observes target protection. Hence, from the counter-terrorism (CT) point of view, there seems to be a rationale in making CT target valuations and target protection inconspicuous to the extent possible. The paper finally deals with the possibility of diverging target valuations from the CT standpoint and that of the terror cell and shows that if target protection is conspicuous to the cell and these are common knowledge, then the optimal CT allocation is at least as offensive as the case with identical valuation rankings.","Defence and Peace Economics","296-311","3","32","2021",NA,"10.1080/10242694.2019.1690183","http://hdl.handle.net/10.1080/10242694.2019.1690183","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:296-311","04",NA
"ReDIF-Article 1.0","Khalid Khan, Chi-Wei Su, Ran Tao","Khalid, Chi-Wei, Ran","Khan, Su, Tao","Does Oil Prices Cause Financial Liquidity Crunch? Perspective from Geopolitical Risk","This study measures whether oil prices affect financial liquidity (FL) in the Kingdom of Saudi Arabi (KSA). The results indicate a positive association between oil prices (OP) and FL in the medium run. FL led OP in the short run during the global financial recession, when the KSA used foreign reserves to stabilize the impact of low OP. Similarly, geopolitical risk (GR) led OP in the medium term and had a positive influence on FL in the short term, especially during periods of higher uncertainty. The correlation between OP and FL becomes more noticeable in the medium term in the presence of GR. Short-run volatility can exert pressure on foreign reserves, which can be effectively managed by keeping reserves in the national currency. Similarly, economic growth sources other than oil income and a peaceful solution to regional differences can reduce defense spending.","Defence and Peace Economics","312-324","3","32","2021",NA,"10.1080/10242694.2020.1712640","http://hdl.handle.net/10.1080/10242694.2020.1712640","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:312-324","04",NA
"ReDIF-Article 1.0","Charles W. Mahoney","Charles W.","Mahoney","Acquire or Expire: Publicly Traded Defense Contractors, Financial Markets, and Consolidation in the U.S. Defense Industry","The U.S. government increasingly outsources important national security responsibilities to defense contractors. In addition to manufacturing hardware and weapons, corporations now supply much of the specialized labor used by American defense and intelligence agencies to execute cyber operations, train foreign militaries, analyze top-secret information, and pilot unmanned aerial vehicles. This study examines the current state of affairs in the U.S. defense industry and demonstrates that publicly traded corporations are awarded the lion’s share of U.S. contracting dollars spent on national defense. Subsequently, the inquiry argues that publicly traded corporations possess a competitive advantage over privately held companies in the U.S. defense industry because of their superior ability to raise capital through initial public offerings, follow-on share sales, and access to debt supplied by financial institutions. In recent years, publicly traded defense contractors have used these financial strategies to make major acquisitions, increase their competitiveness, and consolidate market share in the American defense industry.","Defence and Peace Economics","325-342","3","32","2021",NA,"10.1080/10242694.2019.1667216","http://hdl.handle.net/10.1080/10242694.2019.1667216","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:325-342","04",NA
"ReDIF-Article 1.0","Oishee Kundu","Oishee","Kundu","Risks in Defence Procurement: India in the 21st Century","Although there exist several remarkable theories that facilitate the understanding of procurement risks in imperfect market conditions, methods to quantify the impact and identify the most severe risks are less well known. This paper uses the method of risk analysis to discuss defence procurement challenges in India. An original dataset of 88 contracts has been created to identify the most probable and the most severe causes for poor procurement performance. A schedule performance parameter has been constructed to quantify the impact of different adverse events. The findings display a high probability of technological risks followed by contractual risks as the cause for delays in Indian defence procurement. Technological risks are concentrated in cases of indigenous procurement due to a lack of infrastructure and resources while contractual risks mostly occur in contracts where the Ministry of Defence deals with external agents like foreign suppliers. This indicates frictions and transaction costs. These and other findings from the quantitative data on procurement performance are supplemented by insights from an extensive fieldwork in India which included 53 interviews.","Defence and Peace Economics","343-361","3","32","2021",NA,"10.1080/10242694.2019.1646443","http://hdl.handle.net/10.1080/10242694.2019.1646443","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:343-361","04",NA
"ReDIF-Article 1.0","Usman Khalid, Olivier Habimana","Usman, Olivier","Khalid, Habimana","Military Spending and Economic Growth in Turkey: A Wavelet Approach","This paper employs a wavelet approach to investigate the relationship between economic growth and military spending in a time-frequency domain for the case of Turkey. Turkey presents an interesting case for analysis of military spending and economic growth, as its geopolitical position and history of insurgencies and separatist violence oblige the country to devote an unusually large share of the central government budget to national defence. Timescale regression analysis reveals that military expenditures have significant negative effects on growth in per capita GDP at business cycles of 16 years and longer. Timescale Granger causality analysis indicates that per capita GDP growth responds to movements in military expenditures at business cycles of eight years and above and that this result is very significant. Wavelet coherency analysis corroborates these findings, indicating a significant negative long-run co-movement at business cycles of 16 years and longer. Thus, the neoclassical prediction that military spending may promote growth does not hold in the case of Turkey, at least in the long run. Furthermore, the analysis reveals that, in the long run, military spending has been leading rather than lagging economic growth.","Defence and Peace Economics","362-376","3","32","2021",NA,"10.1080/10242694.2019.1664865","http://hdl.handle.net/10.1080/10242694.2019.1664865","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:362-376","04",NA
"ReDIF-Article 1.0","Derek Braddon","Derek","Braddon","REVIEW OF SELECTED TOPICS ON DEFENCE ECONOMICS AND TERRORISM",NA,"Defence and Peace Economics","377-380","3","32","2021",NA,"10.1080/10242694.2020.1864704","http://hdl.handle.net/10.1080/10242694.2020.1864704","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:3:p:377-380","04",NA
"ReDIF-Article 1.0","Chaker Aloui, Hela Ben Hamida","Chaker, Hela Ben","Aloui, Hamida","Oil-stock Nexus in an Oil-rich Country: Does Geopolitical Risk Matter in Terms of Investment Horizons?","In this paper, we attempt to delineate the relevance of geopolitical risk in the oil-stock nexus in a time-frequency domain. We resort to various wavelet coherence methods to capture the influence of geopolitical risk on the dynamic association between oil and stock prices in Saudi Arabia as a rich oil-exporting country in a region with high geopolitical risk. We primarily show that the role of geopolitical risk in the oil-stock interplay varies through timescales and investment horizons. News regarding geopolitical tensions affects the stock market in high frequency bands, while oil impacts are manifested more on longer time-horizons. Geopolitical risk weakens oil-stock connectedness in the short term. Interestingly, geopolitical incidents significantly lower the oil-stock magnitude and volatility correlation. These results offer prominent insights for investors and policy makers, which may be beneficial when responding to future geopolitical tensions in terms of risk management and the identification of investment opportunities.","Defence and Peace Economics","468-488","4","32","2021",NA,"10.1080/10242694.2019.1696094","http://hdl.handle.net/10.1080/10242694.2019.1696094","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:4:p:468-488","05",NA
"ReDIF-Article 1.0","Jorge González Chapela","Jorge","González Chapela","Evaluating the Internal Labor Migration Effects of Compulsory Peacetime Conscription","Conscription typically involves migration to the duty base location. According to DaVanzo’s theory of repeat migration, this military-motivated migration might foster post-military migration. This paper investigates this issue empirically using individual-level data drawn from the 1992, 1998, and 2001 editions of the French survey of labor market entrants ‘Génération.’ The methods used to identify the causal effect of compulsory peacetime conscription on the post-military propensity to migrate exploit the abolition of conscription in France in October 1997 plus information on the timing of service among those who served. Conscription stimulated the post-military propensity to migrate for work of French male labor-market entrants with upper-class origins. Furthermore, there is evidence of a previously overlooked anticipatory effect of conscription: French males who were waiting to be called up for military service were approximately 25% less likely to migrate for work than comparable non-conscripts. Some implications of these findings and a consideration of their external validity are also provided.","Defence and Peace Economics","489-506","4","32","2021",NA,"10.1080/10242694.2019.1660475","http://hdl.handle.net/10.1080/10242694.2019.1660475","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:4:p:489-506","05",NA
"ReDIF-Article 1.0","Sara Balestri, Mario A. Maggioni","Sara, Mario A.","Balestri, Maggioni","This Land Is My Land! Large-Scale Land Acquisitions and Conflict Events in Sub-Saharan Africa","The paper provides evidence that large-scale land acquisitions in Sub-Saharan Africa raise the likelihood of experiencing outbursts of organized violence. This evidence is achieved through a spatially disaggregated approach, to account for local characteristics, and a quasi-experimental research design, implemented to overcome limitations due to missing geo-referenced information about land deals. Domestic acquisitions are particularly significant in explaining organized violence outbreak, suggesting that the national concentration of power among economic elites hinder social stability. Further, the institutional framework, which forms the background for LSLAs, is a prominent determinant of organized violence occurrence. In particular, more egalitarian and inclusive societies are less prone to conflicts, even in the presence of LSLAs. When land deals are finalized to the cultivation of agricultural commodities for biofuels, the effect is less evident and violence partially depends on climate conditions. On the other hand, land deals still in implementation stage seem to narrow organized violence, possibly due to both local control of areas under investments and socio-economic effects of the deals. Results also show the existence of significant spatio-temporal dependence path, since events of organized violence tend to be recurrent and to persist in space, feeding ‘neighbouring’ effects of proximity and local patterns of violence concentration.","Defence and Peace Economics","427-450","4","32","2021",NA,"10.1080/10242694.2019.1647727","http://hdl.handle.net/10.1080/10242694.2019.1647727","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:4:p:427-450","05",NA
"ReDIF-Article 1.0","Chi -Wei Su, Meng Qin, Ran Tao, Nicoleta -Claudia Moldovan","Chi -Wei, Meng, Ran, Nicoleta -Claudia","Su, Qin, Tao, Moldovan","Is Oil Political? From the Perspective of Geopolitical Risk","This paper investigates the political property of oil from the perspective of geopolitical risk (GPR). We explore the relationship between GPR and oil price (OP) by performing the full-sample and subsample rolling-window bootstrap Granger causality tests. We find that wars will lead to an increase in OP but that low GPR cannot lead to an immediate decline in price. This finding can also be explained by economic crises, which can make OP soar while GPR is low. In turn, the rise in OP has a positive impact on GPR. The oil market has a significant interaction with geopolitical events, which reflects the pattern of global politics, so we can conclude that oil has a political property. In the context of a tense and complex global relationship, the world can benefit from the political property of oil to prevent GPR, which can in turn facilitate an accurate prediction of OP to reduce the adverse effects of large fluctuations in the oil market.","Defence and Peace Economics","451-467","4","32","2021",NA,"10.1080/10242694.2019.1708562","http://hdl.handle.net/10.1080/10242694.2019.1708562","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:4:p:451-467","05",NA
"ReDIF-Article 1.0","Nicholas J. Marsh, Topher L. McDougal","Nicholas J., Topher L.","Marsh, McDougal","Illicit Small Arms Prices: Introducing Two New Datasets","Despite calls to reduce illicit arms flows, it remains difficult to detect and quantify them. One proposed method for detecting and quantifying illicit trade volumes is to test econometrically for price changes. This paper documents an effort of the Peace Research Institute Oslo (PRIO) and the Small Arms Data Observatory (SADO) to make such inferential econometric analyses possible by assembling two new datasets on illicit small arms prices. The first, called the ‘Illicit Small Arms Prices – Transactions’ dataset (iSAP-T), has an observational unit of arm(s) sold in a single transaction. The second, called the ‘Illicit Small Arms Prices – Countries’ dataset (or iSAP-C), derives from the iSAP-T and has the more standard country-year observational unit. This paper describes the methods for data collection, organization, and generation for these datasets, presents some descriptive statistics and graphics, and concludes with a discussion of possible future uses and limitations of the datasets.","Defence and Peace Economics","381-402","4","32","2021",NA,"10.1080/10242694.2020.1757348","http://hdl.handle.net/10.1080/10242694.2020.1757348","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:4:p:381-402","05",NA
"ReDIF-Article 1.0","Binyam Solomon","Binyam","Solomon","‘NATO at 70: A Political Economy Perspective’",NA,"Defence and Peace Economics","507-508","4","32","2021",NA,"10.1080/10242694.2021.1906099","http://hdl.handle.net/10.1080/10242694.2021.1906099","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:4:p:507-508","05",NA
"ReDIF-Article 1.0","Mohib Iqbal, Harrison Bardwell, David Hammond","Mohib, Harrison, David","Iqbal, Bardwell, Hammond","Estimating the Global Economic Cost of Violence: Methodology Improvement and Estimate Updates","This paper presents significant methodological improvements on Estimating the Global Costs of Violence. It also presents updated estimates of the global economic impact of violence at $14.8 trillion in 2017. This is equivalent to 12.4 per cent of global GDP or $1,988 per person. In the analysis, 163 countries are examined accounting for 99.5 per cent of the global population. The estimate is comprised of three domains which aggregate to yield a global estimate of the economic impact of violence. These three domains are the costs of interpersonal violence, the costs of collective violence and the expenditures on violence containment. A model of the economic cost of violence is established using a bottom-up accounting approach. This model follows the methodology of the 2018 Global Peace Index (GPI).","Defence and Peace Economics","403-426","4","32","2021",NA,"10.1080/10242694.2019.1689485","http://hdl.handle.net/10.1080/10242694.2019.1689485","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:4:p:403-426","05",NA
"ReDIF-Article 1.0","The Editors",NA,NA,"Editorial Board",NA,"Defence and Peace Economics","ebi-ebii","4","10","1999",NA,"10.1080/10430719908404928","http://hdl.handle.net/10.1080/10430719908404928","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:10:y:1999:i:4:p:ebi-ebii","12",NA
"ReDIF-Article 1.0","Kazeem Bello Ajide","Kazeem Bello","Ajide","Democracy, Regime Durability and Terrorism in Africa","This study investigated the causal linkages among democracy, regime durability and terrorism for a panel of 53 African countries over the period 1980-2012. Due to the count nature of terrorism data, the study employs a negative binomial regression estimator. The empirical analysis is based on four terrorism types namely: domestic, transnational, uncertain and total terrorism respectively. The following are the key findings: First, with the exception of the specification relating to uncertain terrorism, the unconditional effect of democracy was found to be negative on the other three dimensions of terrorism. Second, the unconditional impact of regime durability was also positive on terrorism with the exception of uncertain terrorism but in a rather inconsistent manner. Third, the interactions between democracy and regime durability are found to have positive marginal effects on all the terrorism types except uncertain terrorism. Fourth, the net effects of interaction between democracy and regime durability are positive across various models of these terrorism measures. Lastly, the theoretical priors of other covariates are equally validated across different measures of terrorism. On the policy arena, mitigating terrorism would require embracing democratic regime and mainstreaming the concomitant doctrines into the politico-institutional architecture but not without moderation in regime elongation..","Defence and Peace Economics","550-571","5","32","2021",NA,"10.1080/10242694.2019.1671090","http://hdl.handle.net/10.1080/10242694.2019.1671090","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:550-571","07",NA
"ReDIF-Article 1.0","Muhammad Nasir","Muhammad","Nasir","Prenatal Exposure to Shocks and Early-life Health: Impact of Terrorism and Flood on Birth Outcomes in Pakistan","Simultaneous exposure to natural calamities and conflict shocks is a phenomenon that has been largely understudied. The interplay between natural disasters and conflict shocks can have adverse effects extending beyond the current family members to children in utero. The current paper tries to fill this gap by investigating the impact of floods on pregnancy and birth outcomes across conflict-affected and unaffected districts in Pakistan. Using mother fixed effects strategy, the results suggest that in-utero exposure to violence during flood increases the probability of small birth size by 4.7 percentage points. Moreover, simultaneous exposure to flood and violence increases the probability of miscarriages and stillbirths by 6 and 1.9 percentage points, respectively. Significant heterogeneities are found across income groups and education levels.","Defence and Peace Economics","572-587","5","32","2021",NA,"10.1080/10242694.2019.1662574","http://hdl.handle.net/10.1080/10242694.2019.1662574","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:572-587","07",NA
"ReDIF-Article 1.0","Lubna Khan, Imtiaz Arif, Sundus Waqar","Lubna, Imtiaz, Sundus","Khan, Arif, Waqar","The Impact of Military Expenditure on External Debt: The Case of 35 Arms Importing Countries","This study aims to empirically test the effects of military expenditure on external debt of 35 arms importing countries by using the annual panel data from the year 1995 to 2016. The panel was divided into two income classes (upper-middle and lower-middle), and the basic sample was also divided into five different regions (Middle-East and North Africa, South and East Asia, Latin America, Europe and Central Asia, and Sub-Saharan Africa) to achieve further robustness in the study. The empirical results of pooled mean group estimators suggest that military expenditure generally increases the external debt burden in the studied countries. More specifically, it was noted that military expenditure decreases external debt in Europe and Central Asia. Moreover, it was found that the interaction term of military expenditure and growth rate is positive and significant in all of the sub-samples, except upper-middle class, the Middle East and North Africa, and Latin American regions. Thus, it may be concluded that military expenditure often increases external debt burden in countries where the debt management system is weak. Countries with weaker debt management systems need to devise economic policies that curtail their military expenditure, reduce their external debt and improve their economic condition.","Defence and Peace Economics","588-599","5","32","2021",NA,"10.1080/10242694.2020.1723239","http://hdl.handle.net/10.1080/10242694.2020.1723239","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:588-599","07",NA
"ReDIF-Article 1.0","Pascal L. Ghazalian, Mohammad Hammoud","Pascal L., Mohammad","Ghazalian, Hammoud","The Peace Level of Nations: An Empirical Investigation into the Determining Factors","The escalated violent conflicts and political upheavals in many developing countries have emphasized the pertinence of examining the multifaceted nature of conflict, and the various strategies that bring about reasonable degrees of peace. This paper examines the effects of national economic and socio-economic factors on national peace level, and on the corresponding elementary indicators. The empirical analysis is implemented through a panel dataset, using different econometric methodologies. The basic results underline that countries characterized by higher economic development levels, open trade systems, more educated population, and democratic systems rest on higher national peace levels. Meanwhile, countries that experience higher levels of income inequality and that are endowed with natural resources tend to be less peaceful. Also, the positive impacts of international alliances/regional blocs on national peace are mainly expressed through their promoting economic effects rather than through their aggression-deterrence properties. The empirical analysis shows that the effects of national economic and socio-economic factors on the elementary indicators exhibit considerable variations in magnitude and significance. Hence, an exclusive examination of the effects of these variables on the overall peace index would conceal significant differences across the elementary indicators, which should be accounted for when analyzing national peace and developing peace-promoting strategies.","Defence and Peace Economics","509-532","5","32","2021",NA,"10.1080/10242694.2020.1743957","http://hdl.handle.net/10.1080/10242694.2020.1743957","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:509-532","07",NA
"ReDIF-Article 1.0","Pinuccia P. Calia, Giovanni Sistu, Elisabetta Strazzera","Pinuccia P., Giovanni, Elisabetta","Calia, Sistu, Strazzera","The Impact of Military Downsizing on Two Italian Communities: A Counterfactual Approach Using the Synthetic Control Method","In this paper, we propose a quasi-experimental approach to assess the effect that downsizing of the largest experimental military base in Europe, located in Sardinia, Italy, had on local economies. The study shows the fruitfulness of the Synthetic Control method for assessment of socioeconomic impacts on a single treated unit when other standard methods for impact evaluation are not feasible. It is shown that the local communities analysed have been characterised by different levels of frailty, which should be attentively considered if further downsizing of the base will be placed on the political agenda.","Defence and Peace Economics","600-620","5","32","2021",NA,"10.1080/10242694.2020.1725354","http://hdl.handle.net/10.1080/10242694.2020.1725354","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:600-620","07",NA
"ReDIF-Article 1.0","Vasilis Zervos","Vasilis","Zervos","Strategic Microeconomic Considerations of Macroeconomic Analysis: Fiscal, Trade and Security Impacts of Aerospace and Defence","The usage of foreign direct investment (FDI) is a crucial element in the economic growth literature focusing on sustainable development. In the case of the aerospace sector, security considerations restrict FDI flows and the market-based creation of multi-national enterprises (MNEs), even more than they restrict trade. The role of the government is instrumental as such industries as they exercise significant control over structure and performance through procurement and regulatory aspects. Moreover, there are countries like the US whose aerospace is a leading exporting sector, while significant government expenditure flows impact through fiscal policy the economy at large. The analysis in this paper applies a sectoral analysis of economic development based on the ownership-location-internalization (OLI) theoretic framework for MNE activity for the case of the aerospace industry combined with the strategic trade and macroeconomic implications. The behavior of the government is examined within the macroeconomic, strategic economic and security framework towardidentifying a comprehensive framework of analysis.","Defence and Peace Economics","621-634","5","32","2021",NA,"10.1080/10242694.2019.1641933","http://hdl.handle.net/10.1080/10242694.2019.1641933","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:621-634","07",NA
"ReDIF-Article 1.0","Can Kakışım","Can","Kakışım","Review of “The Economics of Military Spending: A Marxist Perspective“",NA,"Defence and Peace Economics","635-636","5","32","2021",NA,"10.1080/10242694.2021.1901455","http://hdl.handle.net/10.1080/10242694.2021.1901455","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:635-636","07",NA
"ReDIF-Article 1.0","Phillip Nelson","Phillip","Nelson","The Indivisible Hand of Peace? Consumption Opportunities and Civil War","GDP is one of the most robust indicators of civil war onset. As debate continues over the mechanisms underlying the relationship between economic development and civil war, this paper scrutinizes the indicator of GDP directly, disaggregating it into its constituent components to examine whether their distinct associations with conflict onset can shed some light into the black box. Analysis of the individual correlations allows for identification of the driving force behind the aggregate statistical relationship. With this information to hand, consistency checks can be made with existing theories and a new theory presented in this paper, which draws attention to a critical structural factor that drives the supply of civil war labor, namely the lack of consumption opportunities. This factor increases the likelihood of civil war in less economically developed countries as individuals with low consumption opportunities have little to lose from reordering the economic and political system. Analysis of the correlations between components of GDP and the onset of civil war shows that this new theory is most consistent with the key drivers of the aggregate relationship. The examination also highlights a new indicator, which is arguably preferable to GDP as a measure of this relationship.","Defence and Peace Economics","533-549","5","32","2021",NA,"10.1080/10242694.2019.1703441","http://hdl.handle.net/10.1080/10242694.2019.1703441","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:5:p:533-549","07",NA
"ReDIF-Article 1.0","Victor Asal, Christopher Linebarger, Amira Jadoon, J. Michael Greig","Victor, Christopher, Amira, J. Michael","Asal, Linebarger, Jadoon, Greig","Why Some Rebel Organizations Attack Americans","Hating America – and attacking Americans – can seem like a mandatory activity for rebels; yet, only a minority of rebel groups actually harm Americans. Under what circumstances do rebel groups target Americans? To answer these questions, we leverage the Big Allied And Dangerous 2 data – Insurgency subsample (BAAD2-I). Our model focuses on two classes of rebel motives: direct and indirect. Direct motives are those in which Americans play a central role in rebel group grievances. They include ideology, deployment of American troops, and American support for rebels’ government-based opponents. Indirect motives are those that encourage anti-American attacks because of their powerful symbolic value. This distinction speaks to ongoing policy debates within the United States about the most effective policy instruments to defeat extremism abroad. Contrary to common perceptions, we find that attacks on Americans are unrelated to group ideology. Instead, deployment of American troops and military assistance is positively associated with attacks on Americans, as is economic penetration. Conversely, rebel groups in countries with substantial exports to the US or featuring a long-term presence of American cultural artifacts are less likely to attack Americans. Our findings highlight the value of a ‘soft power’ orientation in American foreign policy.","Defence and Peace Economics","708-725","6","32","2021",NA,"10.1080/10242694.2021.1878320","http://hdl.handle.net/10.1080/10242694.2021.1878320","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:6:p:708-725","08",NA
"ReDIF-Article 1.0","Dongfang Hou","Dongfang","Hou","The Formation of Terrorist Groups: An Empirical Analysis","This article investigates the determinants of terrorist group formation. Using a series of negative binomial regressions with both time and country fixed effects, this paper finds that population, state failure, and civil wars are positive determinants of terrorist group formation. Per capita income has an inverted U-shaped relationship with the incubation of terrorist groups, while regime type is not a significant indicator of the establishment of new terrorist groups. This paper contributes to the existing literature by taking the annual number of newly formed terrorist groups as the dependent variable and extending the time frame of previous research with the help of a recently published dataset.","Defence and Peace Economics","698-707","6","32","2021",NA,"10.1080/10242694.2021.1950951","http://hdl.handle.net/10.1080/10242694.2021.1950951","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:6:p:698-707","08",NA
"ReDIF-Article 1.0","James A. Piazza","James A.","Piazza","The Impact of Rural-Urban Economic Disparities on Terrorist Organizations’ Survival and Attacks","This study investigates the influence of rural-urban economic disparities on the survival and tactical choices of resident terrorist groups. These disparities inflame social and ethnic group grievances and erode the state’s capacity to police its rural hinterlands, thereby motivating support for terrorists and providing resident terrorist groups with the ability to attack with impunity. Based on the Extended Data on Terrorist Groups (EDTG), survival analysis shows that rural-urban disparities foster terrorist group survival. Other empirical methods – negative binomial regressions and competing risk analysis – indicate how rural-urban disparities and other controls affect resident terrorist groups’ campaigns and prospects. With mediation tests, rural-urban inequalities are shown to benefit terrorist groups by increasing social group grievances and by limiting host state’s control over territory.","Defence and Peace Economics","726-741","6","32","2021",NA,"10.1080/10242694.2021.1916684","http://hdl.handle.net/10.1080/10242694.2021.1916684","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:6:p:726-741","08",NA
"ReDIF-Article 1.0","Khusrav Gaibulloev, Todd Sandler","Khusrav, Todd","Gaibulloev, Sandler","Determinants of Home-Base Attacks by Terrorist Groups","Are terrorist groups with multiple home bases more or less predisposed to direct their violence at home or abroad? Moreover, what are the determinants of home-base terrorist attacks? We address those and related questions using the Extended Data on Terrorist Groups for 1970–2016. In so doing, we find that religious terrorist groups are less inclined than groups with other ideologies to conduct home-base attacks. In addition, multi-base terrorist groups are more apt to attack within their base country or countries after, but not before, 1990. In addition, our empirics indicate that terrorist groups with an empire goal are more inclined to attack outside their home base than groups possessing other goals (e.g., policy change or territorial ambitions). Democracy encourages home-base terrorist attacks.","Defence and Peace Economics","644-663","6","32","2021",NA,"10.1080/10242694.2021.1916208","http://hdl.handle.net/10.1080/10242694.2021.1916208","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:6:p:644-663","08",NA
"ReDIF-Article 1.0","Khusrav Gaibulloev, Todd Sandler","Khusrav, Todd","Gaibulloev, Sandler","On Terrorist Groups: An Introduction","This article introduces the contents of this special issue on terrorist groups. After some general remarks, we review essential concepts germane to the issue’s eight articles. Those concepts include the notion of terrorist groups and their alternative ideologies and goals. Differences between domestic and transnational terrorist attacks are briefly reviewed along with time-series plots of such attacks during 1970–2019. Other plots compare and contrast leftist and religious fundamentalist terrorist groups based on their number of attacks and active groups during 1970–2016. The introduction is devoted mainly to highlighting the individual articles and their contributions.","Defence and Peace Economics","637-643","6","32","2021",NA,"10.1080/10242694.2021.1951638","http://hdl.handle.net/10.1080/10242694.2021.1951638","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:32:y:2021:i:6:p:637-643","08",NA
